overlap box_map.pcd p2at_met_000.pcd p2at_met_001.pcd p2at_met_002.pcd p2at_met_003.pcd p2at_met_004.pcd p2at_met_005.pcd p2at_met_006.pcd p2at_met_007.pcd p2at_met_008.pcd p2at_met_009.pcd p2at_met_010.pcd p2at_met_011.pcd p2at_met_012.pcd p2at_met_013.pcd p2at_met_014.pcd p2at_met_015.pcd p2at_met_016.pcd p2at_met_017.pcd p2at_met_018.pcd p2at_met_019.pcd p2at_met_020.pcd p2at_met_021.pcd p2at_met_022.pcd p2at_met_023.pcd p2at_met_024.pcd p2at_met_025.pcd p2at_met_026.pcd p2at_met_027.pcd p2at_met_028.pcd p2at_met_029.pcd p2at_met_030.pcd p2at_met_031.pcd p2at_met_032.pcd p2at_met_033.pcd p2at_met_034.pcd p2at_met_035.pcd p2at_met_036.pcd p2at_met_037.pcd p2at_met_038.pcd p2at_met_039.pcd p2at_met_040.pcd p2at_met_041.pcd p2at_met_042.pcd p2at_met_043.pcd p2at_met_044.pcd p2at_met_045.pcd p2at_met_046.pcd p2at_met_047.pcd p2at_met_048.pcd p2at_met_049.pcd p2at_met_050.pcd p2at_met_051.pcd p2at_met_052.pcd p2at_met_053.pcd p2at_met_054.pcd p2at_met_055.pcd p2at_met_056.pcd p2at_met_057.pcd p2at_met_058.pcd p2at_met_059.pcd p2at_met_060.pcd p2at_met_061.pcd p2at_met_062.pcd p2at_met_063.pcd p2at_met_064.pcd p2at_met_065.pcd p2at_met_066.pcd p2at_met_067.pcd p2at_met_068.pcd p2at_met_069.pcd p2at_met_070.pcd p2at_met_071.pcd p2at_met_072.pcd p2at_met_073.pcd p2at_met_074.pcd p2at_met_075.pcd p2at_met_076.pcd p2at_met_077.pcd p2at_met_078.pcd p2at_met_079.pcd p2at_met_080.pcd p2at_met_081.pcd p2at_met_082.pcd p2at_met_083.pcd p2at_met_084.pcd p2at_met_085.pcd p2at_met_086.pcd p2at_met_087.pcd p2at_met_088.pcd p2at_met_089.pcd p2at_met_090.pcd p2at_met_091.pcd p2at_met_092.pcd p2at_met_093.pcd p2at_met_094.pcd p2at_met_095.pcd p2at_met_096.pcd p2at_met_097.pcd p2at_met_098.pcd p2at_met_099.pcd p2at_met_100.pcd p2at_met_101.pcd 
p2at_met_027.pcd 0.2785457163426926 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.016373547259076415 1.0 0.7310912269875552 0.4304124241489252 0.07600534814357708 0.007425691658952998 0.6270904041962357 0.00501902704926463 0.2339709966059858 0.03328190887586136 0.0 0.0 0.0 5.142445747197367e-05 2.056978298878947e-05 0.0 5.142445747197367e-05 4.113956597757894e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00010284891494394734 2.056978298878947e-05 0.000658233055641263 0.0012650416538105523 0.0003908258767869999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.08546744831842e-05 1.0284891494394735e-05 0.0011416229558778154 0.0031883163632623677 0.000658233055641263 0.005183585313174946 0.05830504988172375 0.010614008022215366 0.005111591072714183 0.00023655250437107887 0.00023655250437107887 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3208886146251157 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_028.pcd 0.2686433155462142 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.016151248329269164 0.5726296027996858 1.0 0.5701604921896521 0.08486802501760006 0.00476477130118048 0.3131893358908694 0.0009284672128638623 0.31771943965473265 0.015559478017773515 0.0 0.0 0.0 2.0405872810194774e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0405872810194774e-05 0.00013263817326626603 0.00028568221934272686 0.00013263817326626603 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.16234912407791e-05 0.0006529879299262328 7.142055483568172e-05 0.0010917141953454203 0.007733825795063819 0.0021528195814755485 0.0008774525308383752 0.0 6.121761843058432e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20918060217730663 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_029.pcd 0.11711327413037577 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.72532671501144e-05 0.5447221468181642 0.7302419823942297 1.0 0.0737871795866134 0.009782060728273936 0.13453484313801528 0.002346143405591965 0.05135339512157289 0.01585101019893745 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9389614922247643e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9389614922247643e-05 0.00016481172683910497 0.016568425951060613 0.00019389614922247643 0.0028114941637259086 0.024634505758715633 0.006776670415325552 0.007435917322681972 9.694807461123822e-06 0.0001745065343002288 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07365145228215768 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_030.pcd 0.29217182108828466 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0001371698690555327 0.11931668302153567 0.02113471136294092 0.1017378367256497 1.0 0.46769649583742207 0.1231363362983128 0.013221065071275575 0.027043567260717716 0.23483481582307197 0.00011606681227775844 5.2757641944435654e-05 0.0 0.0004115096071665981 0.0014244563324997627 0.0 0.00257457292688846 0.00035875196522216243 0.0 0.0 0.0 1.055152838888713e-05 1.055152838888713e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.165458516666139e-05 0.0 0.0 3.165458516666139e-05 0.0 2.110305677777426e-05 1.055152838888713e-05 9.496375549998418e-05 0.00014772139744441981 0.00010551528388887131 9.496375549998418e-05 0.00015827292583330696 0.00014772139744441981 0.0 0.0 0.0018043113544996992 0.000728055458833212 0.038175429710993636 0.14670845071908667 0.012661834066664556 0.3094974307028373 0.5913604085551792 0.604655334325177 0.18148628828885865 0.004062338429721545 0.001129013537610923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0027222943243328797 5.2757641944435654e-05 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_031.pcd 0.1869715541290135 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.008692093103411135 0.0023480499337591417 0.009683013258942516 0.33413396809667933 1.0 0.02530077657981754 0.017578061889426237 0.010717016899497 0.751774501039389 4.3083485023103516e-05 8.616697004620703e-05 0.0002154174251155176 0.002111090766132072 0.04096162338571567 4.3083485023103516e-05 0.01119093523475114 0.00024773003888284523 0.00014002132632508644 0.0001077087125577588 0.0 0.00012925045506931055 0.0009370657992525016 0.0001615630688366382 0.0004846892065099146 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003446678801848281 6.462522753465527e-05 0.0 0.0007862736016716393 0.00022618829637129347 0.0006785648891138804 0.000527772691533018 0.0016479433021337096 0.0032743448617558674 0.0010232327692987085 0.001691026787156813 0.006677940178581045 0.003694408840731127 0.0008616697004620704 6.462522753465527e-05 0.19037514944583867 0.09616233857156706 0.2571222386178818 0.11395581788610881 0.00538543562788794 0.04315888112189395 0.10861346574324397 0.46129487414236936 0.7094557478754456 0.3533061189319604 0.07140010555453831 0.0013894423919950886 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00029081352390594874 0.0001507921975808623 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_032.pcd 0.36737001163182553 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00871843372577156 0.7208905412603681 0.4323560425703073 0.22179825848742785 0.2527802237224016 0.033275717748861275 1.0 0.020219808890193394 0.6378262618356543 0.08599941297329028 0.0 0.0 0.0 1.087086499472763e-05 0.0 0.0 0.00018480470491036971 0.0 0.0 0.0 0.0 0.0 2.174172998945526e-05 0.0 2.174172998945526e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0002174172998945526 0.0013697289893356815 0.00020654643489982497 0.00019567556990509734 0.00016306297492091446 0.00027177162486819074 7.609605496309341e-05 0.0 0.0 0.0003261259498418289 0.0004348345997891052 0.0018263053191142418 0.008457532965898096 9.783778495254867e-05 0.01545837002250269 0.13272239072062963 0.028372957636239114 0.009642457250323408 0.0005326723847416539 0.0007500896846362065 1.087086499472763e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.08177064649034124 0.00013045037993673157 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_033.pcd 0.34683168198210074 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.11078629877676208 0.007571854744989038 0.0025519067415864954 0.000838654797704482 0.004588639821725951 0.01677309595408964 0.022655660320845365 1.0 0.6625013478380677 0.6390908981992883 0.0 0.00013178861106784718 3.594234847304923e-05 0.0006589430553392358 0.0005151736614470389 0.0 0.0001916925251895959 0.0 7.188469694609845e-05 0.0 0.0 0.008266740148801324 0.014077419818610949 0.003354619190817928 0.003294715276696179 0.0 0.0 0.0 0.0 5.9903914121748713e-05 0.0 0.0 0.00016773095954089641 0.0008985587118262307 0.009189260426276253 0.004636562953023351 0.0046964668671450995 0.08029520648879197 0.11760336420381708 0.2843518995531168 0.31390849078078764 0.2595876214551859 0.11345801334659207 0.025075778451364012 0.016437634035007847 0.032803383373069595 0.006769142295757605 0.0009944049744210286 0.00022763487366264513 0.0032348113625744307 0.01400553512166485 0.001952867600369008 0.0009944049744210286 0.00021565409083829537 0.00140175159044892 0.0023362526507481997 0.004361004948063307 0.010399319491535577 0.0348281356703847 0.04449662740963495 0.006301891765607965 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.033414403297111435 0.038278601123797426 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_034.pcd 0.26317551410808226 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3291846006695361 0.07833572453371593 0.07315877570540412 0.022417503586800575 0.04450023912003826 0.014765662362505977 0.23065518890483022 0.5850191296030607 1.0 0.3487565758010521 0.0 0.0 1.1956001912960306e-05 0.0 0.00010760401721664275 0.0 4.7824007651841225e-05 0.0 0.0 0.0 0.0 0.0007651841224294596 0.0005499760879961741 3.586800573888092e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00013151602104256337 0.000585844093735055 0.0008010521281683405 0.0024509803921568627 0.000860832137733142 0.019285031085604972 0.03173122907699665 0.12113821138211382 0.048732663797226204 0.036023433763749405 0.011645145863223337 0.00272596843615495 0.001327116212338594 0.001602104256336681 0.0002510760401721664 0.0002510760401721664 1.1956001912960306e-05 0.0002032520325203252 0.0003945480631276901 0.0004901960784313725 5.9780009564801534e-05 0.0006336681013868963 0.0020803443328550933 0.01639167862266858 0.015148254423720708 0.006527977044476327 0.0017694882831181253 0.0022955523672883787 0.0002032520325203252 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2550813008130081 0.002510760401721664 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_035.pcd 0.3175146073820721 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001733884376039143 0.007386822478742103 0.003040235618260415 0.0024583155194527577 0.0661488765379317 0.3459336848605767 0.1911904422592751 0.48428815733219327 0.1964158472281602 1.0 0.0 0.00022564248729276519 0.0005462923376561683 0.002256424872927652 0.006828654220702104 0.0 0.0023751840767659493 0.0 0.001033205073393188 8.313144268680823e-05 9.500736307063797e-05 0.015094294807847608 0.007232435513752316 0.0007838107453327633 0.0014132345256757399 0.0 0.0 0.0 0.0 1.1875920383829747e-05 0.0 0.0 0.004940382879673175 0.0018051398983421215 0.028882238373473944 0.0019951546244833976 0.005700441784238278 0.06321552420312575 0.051767136953113864 0.09237090874542778 0.11282124364638259 0.22267350719680776 0.23515509952021282 0.13828321694931356 0.1379388152581825 0.2000498788656121 0.05158899814735642 0.015878105553180373 0.005035390242743813 0.1194480072205596 0.1345066742672557 0.1046387345019239 0.03050923946605862 0.0009738254714740393 0.01315851978528336 0.017469478884613556 0.09697876585435371 0.2308322645004988 0.31637451902522445 0.22390860291672604 0.031388057574462024 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001543869649897867 0.10550567668994347 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_036.pcd 0.19726554977854804 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.628345850182938e-06 0.0 0.0 0.0 0.0 6.739842095128057e-05 5.7770075101097634e-05 0.0 0.0 0.0 0.0 1.0 0.06699403042557289 0.05053918736761025 0.0017427305988831118 0.12603504717889466 0.00011554015020219527 0.24690930098209127 0.47700751010976317 0.0002503369921047564 0.0008280377431157327 9.628345850182938e-05 0.0 2.8885037550548817e-05 0.0 9.628345850182938e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.628345850182938e-06 4.814172925091469e-05 0.000308107067205854 4.814172925091469e-05 0.0011168881186212208 0.11544386674369343 0.03851338340073175 0.025255151165029847 7.70267668014635e-05 0.00019256691700365877 0.0003947621798575005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_037.pcd 0.31060046696334137 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003093133244197881 0.0 0.0 0.0 0.0 4.988924587415937e-05 4.988924587415937e-05 0.0 0.0001097563409231506 0.0 0.00011973419009798248 0.07986270479535432 1.0 0.5563648699886252 0.13782403065195267 0.5957175071341622 0.0003093133244197881 0.02789806629282992 0.015106463650695456 0.00884037436890104 0.007094250763305462 0.0027239528247291014 5.986709504899124e-05 0.0008680728782103729 0.00017960128514697373 0.0031031110933727128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.991139669932749e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.993354752449562e-05 5.986709504899124e-05 3.991139669932749e-05 2.993354752449562e-05 0.0008680728782103729 0.0010576520125321785 0.0022450160643371713 0.0705932829119355 0.004390253636926024 0.00777274450719403 0.0025044401428828003 3.991139669932749e-05 2.993354752449562e-05 0.0 0.00013968988844764623 0.00046895891121709804 0.0001496677376224781 0.0005886931013150805 5.986709504899124e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_038.pcd 0.24921577584894167 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.030353789147759e-05 0.0 0.0 0.00033500837520938025 5.0758844728693974e-05 0.0 0.0021217197096594083 0.0 0.0 0.0 0.0 0.0 0.00015227653418608191 0.0 3.0455306837216384e-05 1.0151768945738795e-05 0.00038576721993807423 0.1440840566468707 0.6212375006344856 1.0 0.3868940662910512 0.5417694533272422 0.00015227653418608191 0.011319222374498757 0.0038475204304350033 0.17776762600883203 0.14298766560073092 0.07239226435206335 0.00016242830313182072 0.03326734683518603 0.0007512309019846708 0.07600629409674636 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0151768945738795e-05 0.0 2.030353789147759e-05 0.0 0.0 1.0151768945738795e-05 0.0 0.0 0.0 0.0 0.00015227653418608191 0.00010151768945738795 0.0011166945840312675 0.0015227653418608193 0.06290036038779757 0.027419927922440485 0.09009694939343181 0.08787371199431501 0.059864981473021675 0.07333637886401706 0.0022536927059540125 0.0 5.0758844728693974e-05 0.0 9.136592051164915e-05 0.0028120399979696463 0.00019288360996903712 0.0022841480127912287 0.0001827318410232983 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0455306837216384e-05 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_039.pcd 0.2551056595114421 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.215178254792749e-05 0.0 0.0 0.0009804535119010368 1.0430356509585498e-05 0.00011473392160544047 0.011254354673842752 0.0 6.258213905751299e-05 1.0430356509585498e-05 0.0 0.0004276446168930054 0.002576298057867618 1.0430356509585498e-05 0.0007822767382189124 0.0 0.001616705258985752 0.0018148820326678765 0.08624861797776248 0.31907503598472997 1.0 0.48601289192064584 0.00023989819972046646 0.003400296222124872 0.0003754928343450779 0.5015019713373803 0.07897865949058139 0.0646577800029205 0.001700148111062436 0.08451717879717129 0.005621962158666584 0.3358366188956339 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.387320858626947e-05 0.0 0.0003442017648163214 0.0 0.00026075891273963744 0.00010430356509585498 2.0860713019170996e-05 7.301249556709848e-05 0.0 0.00016688570415336796 0.0015854141894569957 0.0012099213551119178 0.03375263366501867 0.013079667063020214 0.3188872895675574 0.20204643594718066 0.3076850866762626 0.6498007801906669 0.6058994096418215 0.12025158019901121 0.011285645743371509 2.0860713019170996e-05 5.215178254792749e-05 4.172142603834199e-05 0.00032334105179715044 0.0206416755324697 0.003932244404113733 0.08324467530300185 0.005392494315455703 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00022946784321088094 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_040.pcd 0.3794948513272983 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003712722626860456 0.0 2.1839544863885037e-05 0.0 0.0 0.0006442665734846085 0.007480044115880625 0.0 0.0005787479388929535 0.00010919772431942519 0.004717341690599168 0.020529172172051934 0.36714458870677136 0.3091496773207246 0.48501261233715887 1.0 0.40563678652936874 0.4089891566659751 0.009576640422813589 0.054271268986754315 0.006322548238094718 0.001878200858294113 0.0001747163589110803 0.002424189479891239 0.0002293152210707929 0.00472826146303111 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00014195704161525273 0.0 0.0 0.0 0.0 0.0 0.0 1.0919772431942519e-05 0.000294833855662448 0.0002293152210707929 0.00025115476593467795 0.000611507256188781 0.0037236423992923987 0.00424779147602564 0.048527468687552554 0.2643240114876006 0.17306747327385696 0.18275331142099 0.3755309739345032 0.002129355624228791 0.0009172608842831716 0.00015287681404719524 0.006497264597005798 0.04136409797219826 0.0014086506437205849 0.10106249385762801 0.0012557738296733896 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.551863459165511e-05 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_041.pcd 0.4535672437410262 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0007179047084646742 0.0 0.0 0.0 0.0 0.000255805126004654 0.00042909246942716153 0.00024755334774643936 0.0007096529302064595 0.9974749558529863 1.0 0.9983661479048735 0.00037958179987787366 4.1258891291073224e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020629445645536614 8.251778258214646e-06 7.426600432393181e-05 0.02120707012361164 0.0729127126895846 0.00020629445645536614 0.0 0.0 2.4755334774643936e-05 0.00476127605498985 0.0 0.00017328734342250755 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_042.pcd 0.15773273519106715 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.73200388574173e-05 0.0 4.366001942870865e-05 0.0 0.0 0.0012443105537181965 0.0031435213988670226 0.00012006505342894878 0.0001746400777148346 3.274501457153149e-05 0.001549930689719157 0.31544364037241995 0.05309058362530971 0.014888066625189648 0.004169531855441676 0.538349869565692 0.47045853935405 1.0 0.390735343877228 0.0005784952574303896 0.00080771035943111 0.00030562013600096054 5.457502428588581e-05 0.0 0.0 1.0915004857177162e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0915004857177162e-05 1.0915004857177162e-05 5.457502428588581e-05 6.549002914306297e-05 0.0001746400777148346 8.73200388574173e-05 7.640503400024013e-05 0.0006439852865734525 0.0037111016514402347 0.003198096423152908 0.2584127399936693 0.4368075793793728 0.10007967953545739 0.01918857853891745 0.0007967953545739328 0.006287042797734045 0.1322461988495585 0.00032745014571531483 0.0005239202331445038 0.0002619601165722519 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0915004857177162e-05 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_043.pcd 0.224818537416712 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0799872693859534e-05 0.0 0.0 0.0009342628050470725 0.0003695984723263144 0.0 0.0 0.0 0.0 0.4500785396753693 0.013192612137203167 0.004722647146391795 0.00041066496925146043 0.09165015451269468 0.00016426598770058416 0.5769432153013767 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.053324846257302e-05 3.0799872693859534e-05 0.001786392616243853 0.3352771475211236 0.36718581563196206 0.0326478650554911 0.0008418631869654939 0.020584581583729455 0.0015605268831555496 0.0 2.053324846257302e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_044.pcd 0.3968986523906221 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.829600769507302e-05 0.0 4.858000641256084e-05 0.0013408081769866794 0.0005635280743857058 0.0001263080166726582 0.006917792913148664 0.0 0.0 0.0 0.0 0.0 0.00014574001923768254 0.0 4.858000641256084e-05 0.0 0.0008161441077310222 0.00045665206027807197 0.008316897097830418 0.3980548565432411 0.6757673212012864 0.13527588585641692 9.716001282512169e-06 0.0005926760782332424 0.0 1.0 0.4412619142465727 0.19079311718469147 0.004002992528395014 0.40346666925760033 0.0027593443642334563 0.1540083363291004 0.0 0.0 0.0 0.0 0.0 0.0 3.8864005130048675e-05 0.00034006004488792594 0.00011659201539014604 0.00030119603975787727 0.0 0.0002720480359103407 0.0001554560205201947 1.9432002565024337e-05 0.0 0.00017488802308521904 0.00019432002565024337 0.004440212586108061 0.002108372278305141 0.0274671356256619 0.05207776687426523 0.42712513238051747 0.174052446974923 0.584835265198255 0.48194281161645114 0.23357267083159255 0.00815172507602771 0.0004372200577130476 0.0 9.716001282512169e-06 0.0 2.914800384753651e-05 0.0007772801026009735 0.002584456341148237 0.012922281705741185 0.004673396616888354 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00048580006412560846 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_045.pcd 0.20926594250564454 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.777809383277925e-05 0.0 0.00019555903216057175 0.0013600241782076126 8.889046916389624e-06 0.00016000284449501324 0.028107166349623992 0.0 0.0 0.0 0.0 0.0 0.0001777809383277925 0.0 0.0 0.0 6.222332841472737e-05 0.0008444594570570143 0.01724475101779587 0.2897562623335526 0.117379864530925 0.024382655691656742 0.0 0.0013866913189567814 0.0 0.5864815374495547 1.0 0.17464310476630696 0.0006577894718128323 0.01606250777791605 0.0022400398229301855 0.206128108944159 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.1112375331117e-05 0.0 0.00011555760991306513 0.0 0.00015111379757862362 8.889046916389624e-06 0.0 0.0 0.0 8.889046916389624e-06 0.00045334139273587085 0.00037333997048836424 0.008586819321232378 0.009537947341286067 0.07415242937652225 0.07947696847943964 0.1917189638926914 0.05319205674767551 0.10556632117904319 0.0031378335614855373 0.0027733826379135627 0.0 0.0 0.0 0.0 6.222332841472737e-05 0.0008000142224750662 0.003511173531973902 0.0016266955856993014 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.55561876655585e-05 0.0 0.0 0.0 0.0 0.0 0.0 
