overlap PointCloud0.pcd PointCloud1.pcd PointCloud10.pcd PointCloud11.pcd PointCloud12.pcd PointCloud13.pcd PointCloud14.pcd PointCloud15.pcd PointCloud16.pcd PointCloud17.pcd PointCloud18.pcd PointCloud19.pcd PointCloud2.pcd PointCloud20.pcd PointCloud21.pcd PointCloud22.pcd PointCloud23.pcd PointCloud24.pcd PointCloud25.pcd PointCloud26.pcd PointCloud27.pcd PointCloud28.pcd PointCloud29.pcd PointCloud3.pcd PointCloud30.pcd PointCloud31.pcd PointCloud32.pcd PointCloud33.pcd PointCloud34.pcd PointCloud35.pcd PointCloud36.pcd PointCloud37.pcd PointCloud38.pcd PointCloud39.pcd PointCloud4.pcd PointCloud40.pcd PointCloud41.pcd PointCloud42.pcd PointCloud43.pcd PointCloud44.pcd PointCloud5.pcd PointCloud6.pcd PointCloud7.pcd PointCloud8.pcd PointCloud9.pcd 
PointCloud39.pcd 0.00873198278666233 0.008998608215262705 0.11018029211481957 0.4333569741213359 0.4586490622783676 0.4985202288712679 0.49176394051053435 0.7005983074617792 0.5301446709575586 0.26467373046302173 0.1442630206528057 0.4816268417151481 0.008409366018055874 0.21145529491438658 0.4514075156375814 0.22935119368204385 0.056412608183267654 0.4441606364882232 0.4736520751457108 0.48869241557305804 0.6157820923697135 0.6903652235120968 0.725954385721675 0.009851809586783911 0.8474529272805806 0.6035039913826662 0.393077870622677 0.3232993297036725 0.6429885511040959 0.5415455742845107 0.6791242954423049 0.6203120584016338 0.7295564952620661 1.0 0.502106340885943 0.6988999034815948 0.38232220083293783 0.25430466754475306 0.17950290355091747 0.10260812994256888 0.40278570247801676 0.1631081059462803 0.1108388569234625 0.07686544481120254 0.07784129387987991 
PointCloud4.pcd 0.23322163482405464 0.25030530626329395 0.6093643429243083 0.7256853552740478 0.6371559744324539 0.4587304111996851 0.3197210322991112 0.26779874858130315 0.21297032665748278 0.44492221092955986 0.25052367100790157 0.08580925704765474 0.2817147832932099 0.041885593048991886 0.03613801730203618 0.042945066439495444 0.04033816880942689 0.05116744262533732 0.10483394843896167 0.5951598510806358 0.6158505845974676 0.6475377353149709 0.6748468076961441 0.3406516974489067 0.4062042546079005 0.03502462669064186 0.014905415715252373 0.012762206184844409 0.026459876152143614 0.03417812632265683 0.03784988906531802 0.027964166614995997 0.062220472907944434 0.4358775971251338 1.0 0.6466130549766943 0.33471001970674424 0.04460571684293105 0.030514451163129248 0.024969064994513922 0.7426450171052383 0.5431566915314917 0.32244924367618394 0.38204664378779263 0.5394310115679397 
PointCloud40.pcd 0.029910384818133896 0.03191618344754876 0.2208935160780179 0.4883948339483395 0.46633895624670535 0.46509488666315235 0.4635635213494992 0.5519030047443332 0.4688323668950975 0.36810226673695307 0.2417923036373221 0.23804428044280443 0.0371112282551397 0.09201634159198735 0.11506852925672113 0.1258539799683711 0.08162361623616236 0.13984976278334213 0.25926989984185556 0.4777648919346336 0.5054876120189773 0.6488270954138112 0.6907353716394307 0.04849499209277807 0.38021085925144965 0.19939377965208224 0.1262967843964154 0.1159804955192409 0.17840537691091196 0.16095150237216657 0.16869794412229835 0.21005798629414865 0.3287612018977333 0.6690722192936215 0.488929889298893 1.0 0.69305745914602 0.3776673695308382 0.19487612018977332 0.1299393779652082 0.4885872430152873 0.32930680021085923 0.19749077490774908 0.1283737480231945 0.13685028993147075 
PointCloud41.pcd 0.024459309396647453 0.02480302469462218 0.23069113214531226 0.5849664216593518 0.5368462799428904 0.5610385489926498 0.5590978795410079 0.7131722278039236 0.5061392840145946 0.4322590026968431 0.20216540637724076 0.10424091798424198 0.027745756438051928 0.040066627888530486 0.030680556289989953 0.027248691237903865 0.02204272645550209 0.04980963460419861 0.11439109512981863 0.36862672518639944 0.4509941304002961 0.7576701390724975 0.6039315742160647 0.037816614668711335 0.32669610279731376 0.19172968113796204 0.07956744751731797 0.07298133361535614 0.23807043519644652 0.08324255724181694 0.10926973718999525 0.2595314896092221 0.571881444661837 0.7211146951509704 0.5124372058590239 0.8265057374015123 1.0 0.586140341600127 0.37447781714346146 0.22921315636402095 0.5929697001745016 0.5295172122045371 0.32684416477182593 0.07019195177409973 0.08131246364549732 
PointCloud42.pcd 0.01981051275048194 0.006976503687125951 0.014711380637086574 0.0619506102783442 0.05006854527567929 0.05826215850001193 0.17933141176751352 0.4912932915786096 0.28222622327463454 0.04317954619580349 0.027290830842987567 0.026155922603500716 0.0035850372424911766 0.016551629044104975 0.012001389467096942 0.00992514378597964 0.008111411926612803 0.01646147278208966 0.026574884056395392 0.030623960882788903 0.2611243546535215 0.516730615740753 0.3856937922110293 0.003574430623430552 0.1561957239415257 0.12285912023398202 0.07240873667212024 0.06430262805503775 0.2871848176854766 0.01706870172331043 0.01896728653516227 0.2952617581001424 0.6056061285044932 0.6859565711982563 0.042869302588280214 0.7743759993423897 0.8180222367768606 1.0 0.7018611964796632 0.47334424047326734 0.05489190529349841 0.04154082355093696 0.04784645858247839 0.001760698764063714 0.0006284421793420183 
PointCloud43.pcd 0.036895020489913166 0.005805695009948479 0.0012728782069020043 0.01694272048068941 0.01430736187426704 0.01607832285778287 0.02549972987574284 0.30443662621391204 0.1895982395804509 0.012821019620244825 0.00845423040940296 0.008145893452451543 0.005805695009948479 0.00749759523527164 0.005107324979246551 0.003947767192420708 0.003457590491626148 0.007576655993464311 0.008261849231134127 0.00868877732537455 0.027376105203515567 0.19274485775651923 0.11673057411287241 0.005805695009948479 0.0720427982237683 0.06263193264023402 0.04439788644239765 0.03638639627887365 0.06013624803995204 0.009592705327377422 0.010288439999472928 0.1101316361623908 0.3616160018974582 0.45516069099102663 0.018566101382245587 0.5165777233136999 0.5904916261480281 0.7701677405752988 1.0 0.7158846240002108 0.01796523961998129 0.012633909159188836 0.012565389835421855 0.002029226126945224 0.0011437456351873082 
PointCloud44.pcd 0.06232688805669243 0.002927914276151598 0.0002081955245868373 0.009144790763497791 0.008064282344755976 0.008665150441031912 0.01319274425419883 0.3028875928644278 0.24880682881320645 0.006981138539626988 0.005067848022537825 0.0048622878843381625 0.002927914276151598 0.004828027861304885 0.003974162671860135 0.0033100453022919954 0.0026643756374340826 0.004899183293758614 0.005017775681181496 0.005073118795312174 0.012062163494100688 0.2546283973424764 0.07229391937298887 0.002927914276151598 0.04406893116634295 0.040392567156233614 0.029329215102872307 0.022350711949632496 0.017156365380510262 0.004943984862340592 0.0052444189104785596 0.09454975741268307 0.26058173519110506 0.3954001965998245 0.010433494706826441 0.44566228577602907 0.60146105821305 0.7260041480981734 0.8645727643358431 1.0 0.009189592332079768 0.004348387538839007 0.004129650468703469 0.00024245554762011433 0.0001317693193587578 
PointCloud5.pcd 0.1841106853143799 0.18800017468583843 0.590858471717271 0.7437031214175756 0.6046531940213772 0.5295874138853406 0.3746601814549147 0.31781358837465745 0.2635545292762547 0.3411232299411527 0.2657708558514297 0.07836297533654318 0.24246394375116 0.03872293734237332 0.027201860404179358 0.031631784088303694 0.034904414092780015 0.04490517834332318 0.12296518292882644 0.5560632362735144 0.5618742698677847 0.5955067526994421 0.6089248086644176 0.3164570436605417 0.2827918072341773 0.06386950967868724 0.02766859912875438 0.023036694943936762 0.051685172447676134 0.06695107704737262 0.0718613867871999 0.052266548753725724 0.10824244210802135 0.2920446977389102 0.7804717609424301 0.5703656392955794 0.47151529046979573 0.05014848296267182 0.03028342777286474 0.022998482416778574 1.0 0.6358646403109408 0.4943800290415206 0.4613480287794919 0.5141195287849508 
PointCloud6.pcd 0.16131345505902447 0.1749056402368095 0.7311588391627915 0.6943811121724779 0.527265113300142 0.43513878206795 0.2594530828751057 0.20646107779514283 0.1618061238733622 0.18610017051815075 0.11152927137019408 0.05925984721792658 0.2545565022703821 0.011295801093177358 0.010600590655167412 0.010400786080463766 0.011347805023579677 0.012688959018165793 0.23814515665499772 0.4045057300120156 0.41105548819373927 0.44887876789003633 0.4532908908273278 0.35311489857865047 0.16857210892360075 0.05130050881740325 0.026097761915058422 0.023295023771270292 0.03860333865233183 0.045087407658810426 0.04752611828978232 0.03994722969588649 0.06781312524462375 0.15963564404130753 0.70356391146194 0.44546566782626307 0.43525647517359733 0.024162668294298452 0.019112812947336442 0.0134197510927668 0.7556034235008499 1.0 0.7046313605596718 0.6123818621238952 0.6745922481299113 
PointCloud7.pcd 0.07095586838147873 0.08145538249393319 0.6860623564731622 0.5233931780302825 0.45174783793614515 0.37974418970787027 0.20138002920754183 0.14790525464307624 0.11623841606089066 0.1290723619563624 0.05860509557598033 0.035051764667560624 0.11699574916259046 0.0 0.0 0.0 0.0 0.0 0.08724531620692838 0.15595361538336255 0.15680323997415838 0.18650209827414915 0.19527250419383385 0.198980450491045 0.10435724406755736 0.04173746871589965 0.025391017323655396 0.02322216732989864 0.0380756681632365 0.04666963447141407 0.04902849635448618 0.03727218931698869 0.05194382162769613 0.10854836345474188 0.493745894385963 0.20266396668820136 0.2597489671496588 0.012402347461169713 0.01137628325886677 0.007934353606697104 0.5924624997964159 0.7238665790802339 1.0 0.7088502109131971 0.6302775802257341 
PointCloud8.pcd 0.11064668380631829 0.12308754926736212 0.6315294672272684 0.5159190452958234 0.5383367228913021 0.5304566858345713 0.2253745415874095 0.16618518498215684 0.129525882153018 0.20242239191330041 0.050448682457804116 0.021762606688849544 0.17618392417622777 0.0 0.0 0.0 0.0 0.0 0.04806685560483053 0.21827565603021548 0.21860182104230277 0.23713018643482456 0.2348278451730319 0.2767167517253855 0.182959385603789 0.03709236225695225 0.024717277974816772 0.02014548604068566 0.0620974328894931 0.08049423592419816 0.08379974016434331 0.05788469655690346 0.07313770741627974 0.18632244837547898 0.638907922794823 0.2410167577553269 0.15404307570865516 0.0011648750431688987 0.0010579806274428115 0.0001233397104531775 0.7169709959818663 0.7533863602725533 0.8051424436611612 1.0 0.6822933511673418 
PointCloud9.pcd 0.13362934742265792 0.14941161059319258 0.6383642992817065 0.568663624653407 0.6178116062266664 0.318682728205576 0.16372017116782744 0.12186701744427221 0.09168613409601992 0.17505403576184966 0.05630635547889876 0.015684016330808025 0.18778245966421414 0.0 0.0 0.0 0.0 0.0 0.08336790166582975 0.22371351221535707 0.24125876034320895 0.27763192367312184 0.2910180555858787 0.36474685064297097 0.17684976966574242 0.01177324629391088 0.007889767045826692 0.006377857345588717 0.012111652075191581 0.01847313494749252 0.020028709909831233 0.011096434731349475 0.015684016330808025 0.17505403576184966 0.7023366373381656 0.2898254481147523 0.18539451564308015 0.00022651354714756675 0.0005867519594786368 6.822697203239962e-05 0.694225814902954 0.7024348841778922 0.7034528306006157 0.7329159662030872 1.0 
